display_name,location,date,bird_count,detect_high_conf,avg_q_score,refined_label,current_label,top_label,top_confidence,top_5_predictions
IMG_3221.JPG,"1.3043744, 103.8245805",2024-06-20 17:58:09,1,0.9904587268829346,4.642,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.818,Ornate Sunbird (81.80%) | Brown-throated Sunbird (2.08%) | Sooty-headed Bulbul (1.65%) | Little Spiderhunter (0.65%) | Black-rumped Waxbill (0.53%)
IMG_3224.JPG,"1.3043744, 103.8245805",2024-06-20 17:58:13,1,0.9978354573249817,6.178,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.935,Ornate Sunbird (93.49%) | Chestnut Munia (0.40%) | Orange-bellied Flowerpecker (0.28%) | Javan Munia (0.23%) | Sooty-headed Bulbul (0.23%)
IMG_3225.JPG,"1.3043744, 103.8245805",2024-06-20 17:58:15,1,0.9668436050415039,5.195,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.914,Ornate Sunbird (91.38%) | Brown-throated Sunbird (0.96%) | Chestnut Munia (0.53%) | Javan Munia (0.40%) | Black-headed Bulbul (0.31%)
IMG_3227.JPG,"1.3043744, 103.8245805",2024-06-20 17:58:17,1,0.9994729161262512,4.435,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.432,Ornate Sunbird (43.17%) | Brown-throated Sunbird (7.17%) | Yellow-vented Bulbul (3.97%) | Van Hasselt's Sunbird (1.74%) | Black-headed Bulbul (1.62%)
IMG_3228.JPG,"1.3043744, 103.8245805",2024-06-20 17:58:19,1,0.9992202520370483,4.412,,Manual: Ornate Sunbird,Ornate Sunbird,0.255,Ornate Sunbird (25.50%) | Brown-throated Sunbird (6.04%) | Black-headed Bulbul (3.44%) | Copper-throated Sunbird (2.63%) | Yellow-vented Bulbul (2.62%)
IMG_3235.JPG,"1.3043744, 103.8245805",2024-06-20 19:50:24,2,0.9989773035049438,5.796,,Manual: Rock Pigeon,,0,
IMG_3236.JPG,"1.3043744, 103.8245805",2024-06-20 19:51:11,2,0.8256935477256775,5.913,,Manual: White-breasted Waterhen,,0,
IMG_3237.JPG,No GPS Data,2024-06-20 19:51:12,0,0,0.0,,Manual: White-breasted Waterhen,,0,
IMG_3238.JPG,"1.3043744, 103.8245805",2024-06-20 19:51:13,1,0.9940956830978394,5.349,White-breasted Waterhen,White-breasted Waterhen,White-breasted Waterhen,0.661,White-breasted Waterhen (66.13%) | Band-bellied Crake (1.73%) | Eurasian Moorhen (1.05%) | Pheasant-tailed Jacana (0.79%) | Siamese Pied Starling (0.75%)
IMG_3239.JPG,"1.3043744, 103.8245805",2024-06-20 19:53:10,1,0.9970763921737671,3.587,White-breasted Waterhen,White-breasted Waterhen,White-breasted Waterhen,0.863,White-breasted Waterhen (86.29%) | Ruddy-breasted Crake (0.86%) | Rufous-bellied Eagle (0.86%) | Common Hoopoe (0.36%) | Siberian Blue Robin (0.35%)
IMG_3241.JPG,"1.3043744, 103.8245805",2024-06-20 19:53:20,2,0.9603848457336426,5.215,,Manual: White-breasted Waterhen,,0,
IMG_3242.JPG,"1.3043744, 103.8245805",2024-06-20 19:53:38,1,0.9975420236587524,4.492,White-breasted Waterhen,White-breasted Waterhen,White-breasted Waterhen,0.945,White-breasted Waterhen (94.53%) | Scarlet-backed Flowerpecker (0.24%) | Ruddy-breasted Crake (0.22%) | Rufous-bellied Eagle (0.21%) | Orange-bellied Flowerpecker (0.15%)
IMG_3243.JPG,"1.3043744, 103.8245805",2024-06-20 19:53:43,1,0.9658435583114624,3.724,White-breasted Waterhen,White-breasted Waterhen,White-breasted Waterhen,0.834,White-breasted Waterhen (83.43%) | White-winged Tern (0.80%) | Pin-tailed Whydah (0.70%) | Pheasant-tailed Jacana (0.54%) | Slaty-breasted Rail (0.41%)
IMG_3258.JPG,"1.3043744, 103.8245805",2024-06-20 20:07:25,2,0.9976791739463806,8.332,,Manual: Common Hill Myna,,0,
IMG_3260.JPG,"1.3043744, 103.8245805",2024-06-20 20:07:27,2,0.9959768652915955,6.814,,Manual: Common Hill Myna,,0,
IMG_3264.JPG,"1.3043744, 103.8245805",2024-06-20 20:07:45,2,0.997712254524231,8.08,,Manual: Common Hill Myna,,0,
IMG_3265.JPG,"1.3043744, 103.8245805",2024-06-20 20:07:47,2,0.9981437921524048,8.767,,Manual: Common Hill Myna,,0,
IMG_3300.JPG,"1.3043744, 103.8245805",2024-06-20 21:00:02,1,0.7521408796310425,3.764,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.45,Ornate Sunbird (45.03%) | Long-tailed Shrike (6.43%) | Stork-billed Kingfisher (4.96%) | Black-crested Bulbul (2.64%) | Japanese Sparrowhawk (2.31%)
IMG_3301.JPG,"1.3043744, 103.8245805",2024-06-20 21:00:03,1,0.9993158578872681,4.13,Ornate Sunbird,Ornate Sunbird,Ornate Sunbird,0.486,Ornate Sunbird (48.58%) | Javan Munia (5.32%) | Rosy Starling (3.65%) | Amur Paradise-Flycatcher (1.94%) | Narcissus Flycatcher (1.75%)
IMG_3316.JPG,"1.3043744, 103.8245805",2024-06-20 21:28:33,1,0.999207079410553,5.013,Asian Glossy Starling,Asian Glossy Starling,Asian Glossy Starling,0.413,Asian Glossy Starling (41.28%) | Chestnut-bellied Malkoha (8.53%) | Copper-throated Sunbird (4.47%) | Greater Racket-tailed Drongo (3.32%) | Asian Fairy-bluebird (3.24%)
IMG_3318.JPG,No GPS Data,2024-06-20 21:28:50,0,0,0.0,,Manual: Yellow-vented Bulbul,,0,
IMG_3320.JPG,"1.3043744, 103.8245805",2024-06-20 21:28:59,2,0.8642124533653259,5.849,,Manual: Yellow-vented Bulbul,,0,
IMG_3321.JPG,"1.3043744, 103.8245805",2024-06-20 21:29:04,1,0.9326048493385315,4.326,,Manual: Yellow-vented Bulbul,Eastern Crowned Warbler,0.173,Eastern Crowned Warbler (17.31%) | Brown-streaked Flycatcher (12.31%) | Arctic Warbler (9.05%) | Narcissus Flycatcher (8.72%) | Brown-chested Jungle Flycatcher (8.37%)
IMG_3322.JPG,"1.3043744, 103.8245805",2024-06-20 21:29:16,1,0.8846392631530762,5.572,Asian Glossy Starling,Asian Glossy Starling,Asian Glossy Starling,0.691,Asian Glossy Starling (69.11%) | Asian Koel (4.62%) | Van Hasselt's Sunbird (2.46%) | Asian Fairy-bluebird (1.91%) | Black Paradise-Flycatcher (1.76%)
IMG_3324.JPG,"1.3043744, 103.8245805",2024-06-20 21:29:22,1,0.9933879375457764,6.562,,Manual: Asian Glossy Starling,Asian Glossy Starling,0.178,Asian Glossy Starling (17.83%) | Dollarbird (10.47%) | Orange-bellied Flowerpecker (5.06%) | Asian Fairy-bluebird (3.91%) | Zappey's Flycatcher (2.35%)
IMG_3330.JPG,"1.3043744, 103.8245805",2024-06-20 21:31:29,1,0.9969257712364197,5.674,Yellow-vented Bulbul,Yellow-vented Bulbul,Yellow-vented Bulbul,0.516,Yellow-vented Bulbul (51.62%) | Brown Shrike (12.12%) | Red-whiskered Bulbul (2.41%) | Arctic Warbler (2.25%) | Sooty-headed Bulbul (1.63%)
IMG_3331.JPG,"1.3043744, 103.8245805",2024-06-20 21:35:47,1,0.9988502264022827,4.522,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.819,Lineated Barbet (81.88%) | Coppersmith Barbet (1.08%) | Siberian Thrush (0.99%) | Brown-streaked Flycatcher (0.90%) | Pied Harrier (0.54%)
IMG_3333.JPG,"1.3043744, 103.8245805",2024-06-20 21:35:58,1,0.9991838335990906,3.942,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.556,Lineated Barbet (55.59%) | Yellow-vented Flowerpecker (4.95%) | Coppersmith Barbet (4.35%) | Hodgson's Hawk-Cuckoo (3.67%) | Siberian Thrush (1.35%)
IMG_3336.JPG,"1.3043744, 103.8245805",2024-06-20 21:36:06,1,0.9960922598838806,4.514,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.872,Lineated Barbet (87.18%) | Yellow-vented Flowerpecker (0.71%) | Coppersmith Barbet (0.64%) | Siberian Thrush (0.63%) | Pied Harrier (0.52%)
IMG_3337.JPG,"1.3043744, 103.8245805",2024-06-20 21:36:07,1,0.9988075494766235,4.383,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.816,Lineated Barbet (81.63%) | Coppersmith Barbet (1.54%) | Yellow-vented Flowerpecker (1.22%) | Siberian Thrush (0.80%) | Hodgson's Hawk-Cuckoo (0.67%)
IMG_3339.JPG,"1.3043744, 103.8245805",2024-06-20 21:36:09,1,0.9985617995262146,4.623,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.727,Lineated Barbet (72.71%) | Siberian Thrush (2.98%) | Yellow-vented Flowerpecker (1.61%) | Hodgson's Hawk-Cuckoo (1.14%) | Coppersmith Barbet (0.91%)
IMG_3349.JPG,No GPS Data,2024-06-20 21:40:36,0,0,0.0,,,,0,
IMG_3352.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:11,1,0.9973963499069214,4.867,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.62,Crimson Sunbird (61.96%) | Van Hasselt's Sunbird (28.20%) | Scarlet-backed Flowerpecker (0.95%) | Asian Glossy Starling (0.81%) | Coconut Lorikeet (0.70%)
IMG_3354.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:14,1,0.9979992508888245,4.125,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.878,Crimson Sunbird (87.83%) | Van Hasselt's Sunbird (1.39%) | Red-crowned Barbet (0.70%) | Laced Woodpecker (0.36%) | Mugimaki Flycatcher (0.34%)
IMG_3355.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:15,1,0.9956737160682678,4.211,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.742,Crimson Sunbird (74.16%) | Van Hasselt's Sunbird (18.15%) | Blue-winged Leafbird (0.45%) | Brown-throated Sunbird (0.42%) | Scarlet-backed Flowerpecker (0.36%)
IMG_3357.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:17,1,0.9975317716598511,4.105,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.843,Crimson Sunbird (84.25%) | Van Hasselt's Sunbird (1.82%) | Orange-bellied Flowerpecker (0.93%) | Asian Fairy-bluebird (0.74%) | Banded Woodpecker (0.66%)
IMG_3361.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:26,1,0.9986621141433716,3.79,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.722,Crimson Sunbird (72.24%) | Van Hasselt's Sunbird (18.92%) | Coconut Lorikeet (0.43%) | Mugimaki Flycatcher (0.31%) | Brown-throated Sunbird (0.31%)
IMG_3362.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:27,1,0.9968791007995605,4.014,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.853,Crimson Sunbird (85.33%) | Van Hasselt's Sunbird (2.72%) | Coconut Lorikeet (1.21%) | Brown-throated Sunbird (0.73%) | Banded Woodpecker (0.72%)
IMG_3363.JPG,"1.3043744, 103.8245805",2024-06-20 21:45:28,1,0.9979318380355835,5.465,Crimson Sunbird,Crimson Sunbird,Crimson Sunbird,0.906,Crimson Sunbird (90.61%) | Van Hasselt's Sunbird (2.74%) | Coconut Lorikeet (0.52%) | Scarlet-backed Flowerpecker (0.43%) | Chestnut-bellied Malkoha (0.33%)
IMG_3407.JPG,"1.3043744, 103.8245805",2024-06-22 00:39:17,1,0.9991633892059326,5.653,,Manual: Asian Glossy Starling,Zappey's Flycatcher,0.056,Zappey's Flycatcher (5.57%) | Mangrove Pitta (4.77%) | Siberian Blue Robin (4.45%) | Asian Emerald Cuckoo (3.74%) | Barn Swallow (3.21%)
IMG_3408.JPG,"1.3043744, 103.8245805",2024-06-22 00:39:20,1,0.9995707869529724,5.616,,Manual: Asian Glossy Starling,Asian Glossy Starling,0.22,Asian Glossy Starling (21.95%) | Javan Myna (7.00%) | Blue Rock-Thrush (6.23%) | House Crow (4.39%) | Black Bittern (2.89%)
JavanMyna.JPG,"1.3043744, 103.8245805",2024-06-20 20:13:58,1,0.9995396137237549,3.557,Javan Myna,Javan Myna,Javan Myna,0.908,Javan Myna (90.82%) | Common Myna (2.75%) | Eurasian Moorhen (1.26%) | Chestnut Munia (0.23%) | Western Hooded Pitta (0.20%)
LineatedBarbat.JPG,"1.3043744, 103.8245805",2024-06-20 21:35:58,1,0.9979828596115112,4.349,Lineated Barbet,Lineated Barbet,Lineated Barbet,0.583,Lineated Barbet (58.29%) | Yellow-vented Flowerpecker (2.90%) | Hodgson's Hawk-Cuckoo (2.53%) | Coppersmith Barbet (2.05%) | Thick-billed Green-Pigeon (1.60%)
RedJungleFowl.JPG,"1.3043744, 103.8245805",2024-06-20 20:18:36,2,0.9803882837295532,3.867,,Manual: Red JungleFowl,,0,
